16000000,1,4849
16000000,1,3274
16000000,1,3849
16000000,1,1682
16000000,2,2136
16000000,2,1873
16000000,2,1731
16000000,2,3091
16000000,4,4013
16000000,4,3733
16000000,4,1769
16000000,4,4592
16000000,8,6327
16000000,8,2282
16000000,8,1393
16000000,8,6579
